id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3380,60,retired,married,unknown,no,79,yes,no,unknown,15,may,301,1,-1,0,unknown,0
3382,60,retired,married,primary,no,751,yes,no,unknown,15,may,133,1,-1,0,unknown,0
3410,53,retired,married,tertiary,no,74,yes,no,unknown,15,may,122,1,-1,0,unknown,0
3470,40,retired,married,secondary,no,1842,no,no,unknown,15,may,56,1,-1,0,unknown,0
3510,41,retired,divorced,primary,no,-233,yes,no,unknown,15,may,1156,2,-1,0,unknown,1
3519,59,retired,married,primary,no,1423,yes,no,unknown,15,may,584,2,-1,0,unknown,0
3559,60,retired,single,tertiary,no,7440,yes,no,unknown,15,may,92,3,-1,0,unknown,0
3592,59,retired,divorced,secondary,no,337,yes,no,unknown,15,may,118,4,-1,0,unknown,0
3616,61,retired,married,secondary,no,280,yes,no,unknown,15,may,88,3,-1,0,unknown,0
3624,49,retired,married,unknown,no,247,no,no,unknown,15,may,213,2,-1,0,unknown,0
3639,60,retired,married,primary,no,894,yes,no,unknown,15,may,65,7,-1,0,unknown,0
3656,53,retired,married,secondary,no,1139,yes,no,unknown,16,may,107,6,-1,0,unknown,0
3675,58,retired,divorced,primary,no,6,no,no,unknown,16,may,228,1,-1,0,unknown,0
3759,57,retired,divorced,secondary,no,70,yes,no,unknown,16,may,122,1,-1,0,unknown,0
3767,59,retired,married,primary,no,646,yes,no,unknown,16,may,140,1,-1,0,unknown,0
3794,56,retired,married,secondary,no,3690,yes,yes,unknown,16,may,178,2,-1,0,unknown,0
3824,58,retired,married,primary,no,269,yes,no,unknown,16,may,38,2,-1,0,unknown,0
3891,56,retired,married,unknown,no,4391,yes,no,unknown,16,may,291,1,-1,0,unknown,0
3904,56,retired,divorced,secondary,no,4166,yes,no,unknown,16,may,378,1,-1,0,unknown,0
3908,60,retired,married,primary,no,458,yes,no,unknown,16,may,103,1,-1,0,unknown,0
3954,24,retired,single,secondary,no,366,no,yes,unknown,16,may,234,2,-1,0,unknown,0
4031,57,retired,married,primary,no,70,yes,yes,unknown,16,may,186,5,-1,0,unknown,0
4047,58,retired,married,primary,no,331,yes,no,unknown,19,may,145,4,-1,0,unknown,0
4069,58,retired,married,primary,no,196,yes,no,unknown,19,may,35,1,-1,0,unknown,0
4197,54,retired,divorced,primary,no,477,yes,no,unknown,19,may,335,4,-1,0,unknown,0
4212,44,retired,married,secondary,no,181,yes,no,unknown,19,may,131,6,-1,0,unknown,0
4306,57,retired,married,secondary,no,919,yes,yes,unknown,19,may,408,2,-1,0,unknown,0
4338,60,retired,married,secondary,no,819,yes,no,unknown,19,may,110,2,-1,0,unknown,0
4376,46,retired,married,primary,no,0,no,no,unknown,19,may,179,2,-1,0,unknown,0
4469,60,retired,single,secondary,no,-14,yes,no,unknown,20,may,121,3,-1,0,unknown,0
4480,39,retired,married,secondary,no,439,no,no,unknown,20,may,56,1,-1,0,unknown,0
4567,59,retired,married,secondary,no,-313,yes,no,unknown,20,may,407,1,-1,0,unknown,0
4699,43,retired,married,secondary,no,520,yes,no,unknown,20,may,15,13,-1,0,unknown,0
4779,54,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,0
4892,59,retired,married,primary,no,41,yes,yes,unknown,21,may,717,3,-1,0,unknown,0
4916,57,retired,married,secondary,no,1408,no,no,unknown,21,may,202,6,-1,0,unknown,0
4944,39,retired,married,tertiary,no,855,yes,no,unknown,21,may,786,2,-1,0,unknown,0
5035,34,retired,married,primary,no,4499,no,no,unknown,21,may,1681,1,-1,0,unknown,1
5080,58,retired,married,secondary,no,1402,yes,no,unknown,21,may,111,5,-1,0,unknown,0
5158,44,retired,married,primary,no,779,yes,no,unknown,21,may,233,3,-1,0,unknown,0
5335,41,retired,married,secondary,no,287,no,no,unknown,23,may,236,2,-1,0,unknown,0
5366,56,retired,married,secondary,no,397,yes,no,unknown,23,may,252,1,-1,0,unknown,0
5530,58,retired,married,primary,no,0,yes,no,unknown,23,may,138,6,-1,0,unknown,0
5607,58,retired,married,secondary,no,-205,yes,no,unknown,23,may,253,2,-1,0,unknown,0
5645,60,retired,divorced,secondary,no,1718,yes,no,unknown,26,may,146,6,-1,0,unknown,0
5656,58,retired,married,secondary,no,674,yes,no,unknown,26,may,80,1,-1,0,unknown,0
5669,59,retired,married,secondary,no,0,no,yes,unknown,26,may,155,1,-1,0,unknown,0
5679,58,retired,married,secondary,no,295,yes,yes,unknown,26,may,136,2,-1,0,unknown,0
5755,54,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,0
5763,36,retired,single,secondary,no,101,yes,yes,unknown,26,may,314,1,-1,0,unknown,0
5765,44,retired,married,secondary,no,902,no,no,unknown,26,may,206,1,-1,0,unknown,0
5772,58,retired,married,secondary,no,0,yes,no,unknown,26,may,77,1,-1,0,unknown,0
5817,59,retired,divorced,secondary,no,93,no,no,unknown,26,may,193,2,-1,0,unknown,0
5822,59,retired,married,primary,no,174,yes,yes,unknown,26,may,145,1,-1,0,unknown,0
5840,57,retired,married,tertiary,no,138,no,no,unknown,26,may,157,5,-1,0,unknown,0
5881,59,retired,divorced,primary,no,217,yes,no,unknown,26,may,574,3,-1,0,unknown,0
5924,56,retired,married,secondary,no,74,yes,no,unknown,26,may,152,2,-1,0,unknown,0
6005,54,retired,married,secondary,no,-152,yes,yes,unknown,26,may,14,11,-1,0,unknown,0
6039,59,retired,married,primary,no,0,yes,no,unknown,26,may,104,7,-1,0,unknown,0
6051,60,retired,married,primary,no,-382,yes,no,unknown,26,may,140,2,-1,0,unknown,0
6113,59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,1
6192,56,retired,divorced,secondary,no,-663,yes,no,unknown,27,may,243,2,-1,0,unknown,0
6197,59,retired,married,secondary,no,-48,yes,no,unknown,27,may,224,1,-1,0,unknown,0
6235,58,retired,married,primary,no,90,yes,no,unknown,27,may,144,1,-1,0,unknown,0
6347,56,retired,divorced,primary,no,-154,yes,no,unknown,27,may,127,1,-1,0,unknown,0
6376,52,retired,divorced,secondary,no,246,yes,no,unknown,27,may,181,1,-1,0,unknown,0
6629,44,retired,divorced,primary,no,2083,yes,no,unknown,28,may,124,1,-1,0,unknown,0
6723,61,retired,divorced,secondary,no,1857,yes,no,unknown,28,may,173,4,-1,0,unknown,0
6829,56,retired,married,unknown,no,228,yes,no,unknown,28,may,296,1,-1,0,unknown,0
6846,56,retired,married,primary,no,-299,yes,no,unknown,28,may,68,1,-1,0,unknown,0
6855,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,1
6893,55,retired,married,secondary,no,2193,yes,yes,unknown,28,may,72,3,-1,0,unknown,0
6916,60,retired,married,primary,no,170,yes,no,unknown,28,may,338,2,-1,0,unknown,0
6937,54,retired,married,secondary,no,24,yes,no,unknown,28,may,404,1,-1,0,unknown,0
6957,58,retired,married,secondary,no,255,no,no,unknown,28,may,362,3,-1,0,unknown,0
7092,53,retired,married,secondary,no,1004,yes,no,unknown,29,may,155,1,-1,0,unknown,0
7115,50,retired,married,secondary,no,6998,yes,no,unknown,29,may,1196,1,-1,0,unknown,0
7143,38,retired,single,secondary,no,44,no,no,unknown,29,may,148,1,-1,0,unknown,0
7157,58,retired,married,secondary,no,32948,no,no,unknown,29,may,364,2,-1,0,unknown,0
7225,52,retired,married,secondary,no,1052,yes,no,unknown,29,may,35,1,-1,0,unknown,0
7413,55,retired,married,secondary,no,2749,yes,yes,unknown,29,may,58,2,-1,0,unknown,0
7417,55,retired,divorced,primary,no,53,yes,no,unknown,29,may,84,2,-1,0,unknown,0
7457,59,retired,married,secondary,no,9976,yes,no,unknown,29,may,57,2,-1,0,unknown,0
7567,58,retired,married,secondary,no,987,yes,no,unknown,30,may,555,1,-1,0,unknown,0
7609,58,retired,married,secondary,no,1874,no,no,unknown,30,may,103,5,-1,0,unknown,0
7632,59,retired,married,secondary,no,8107,no,no,unknown,30,may,210,1,-1,0,unknown,0
7653,57,retired,single,tertiary,no,2528,yes,yes,unknown,30,may,724,1,-1,0,unknown,0
7666,58,retired,married,primary,no,590,yes,no,unknown,30,may,114,2,-1,0,unknown,0
7691,59,retired,married,secondary,no,4414,yes,no,unknown,30,may,161,1,-1,0,unknown,0
7809,51,retired,married,primary,no,752,yes,no,unknown,30,may,214,2,-1,0,unknown,0
7879,51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,unknown,0
7964,58,retired,married,secondary,no,25,yes,no,unknown,2,jun,132,2,-1,0,unknown,0
8020,59,retired,divorced,tertiary,no,4,yes,no,unknown,2,jun,517,2,-1,0,unknown,0
8044,57,retired,married,primary,yes,-1480,yes,no,unknown,2,jun,319,5,-1,0,unknown,0
8052,55,retired,married,secondary,no,3948,no,no,unknown,2,jun,266,2,-1,0,unknown,0
8121,60,retired,divorced,tertiary,no,-79,yes,no,unknown,2,jun,49,1,-1,0,unknown,0
8125,56,retired,married,secondary,no,-1,yes,no,unknown,2,jun,45,1,-1,0,unknown,0
8129,61,retired,married,primary,no,-156,yes,yes,unknown,2,jun,283,5,-1,0,unknown,0
8197,57,retired,married,secondary,no,12917,yes,no,unknown,2,jun,91,3,-1,0,unknown,0
8204,53,retired,married,secondary,no,-686,no,yes,unknown,2,jun,255,3,-1,0,unknown,0
8255,58,retired,married,tertiary,no,2084,yes,no,unknown,2,jun,75,5,-1,0,unknown,0
8307,58,retired,married,secondary,no,1604,yes,no,unknown,2,jun,358,3,-1,0,unknown,0
8437,58,retired,married,secondary,no,3909,yes,no,unknown,3,jun,80,1,-1,0,unknown,0
8452,45,retired,married,primary,no,0,no,no,unknown,3,jun,290,1,-1,0,unknown,0
8455,40,retired,single,secondary,no,1734,yes,no,unknown,3,jun,123,4,-1,0,unknown,0
8475,57,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,0
8626,61,retired,married,primary,no,296,yes,yes,unknown,3,jun,323,2,-1,0,unknown,0
8644,57,retired,married,primary,no,-171,yes,no,unknown,3,jun,397,2,-1,0,unknown,0
8659,57,retired,married,unknown,no,316,yes,no,unknown,3,jun,72,8,-1,0,unknown,0
8752,59,retired,divorced,secondary,no,284,no,yes,unknown,4,jun,265,2,-1,0,unknown,0
8757,60,retired,married,primary,no,1664,yes,no,unknown,4,jun,142,2,-1,0,unknown,0
8971,56,retired,divorced,primary,no,0,no,no,unknown,5,jun,27,1,-1,0,unknown,0
8975,53,retired,married,secondary,no,1630,no,no,unknown,5,jun,160,1,-1,0,unknown,0
8997,59,retired,married,secondary,no,56,no,no,unknown,5,jun,396,1,-1,0,unknown,0
9026,59,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,-1,0,unknown,1
9027,55,retired,divorced,secondary,no,282,yes,no,unknown,5,jun,99,2,-1,0,unknown,0
9041,59,retired,divorced,primary,no,-88,yes,no,unknown,5,jun,910,2,-1,0,unknown,1
9044,48,retired,single,secondary,no,3458,no,no,unknown,5,jun,292,1,-1,0,unknown,0
9046,60,retired,married,secondary,no,8590,no,no,unknown,5,jun,85,1,-1,0,unknown,0
9054,58,retired,divorced,secondary,no,219,no,no,unknown,5,jun,133,1,-1,0,unknown,0
9060,55,retired,divorced,tertiary,no,1218,no,yes,unknown,5,jun,145,1,-1,0,unknown,0
9077,60,retired,married,tertiary,no,9397,no,no,unknown,5,jun,428,1,-1,0,unknown,0
9084,55,retired,married,primary,no,0,no,no,unknown,5,jun,272,1,-1,0,unknown,0
9093,50,retired,married,primary,no,420,no,no,unknown,5,jun,107,1,-1,0,unknown,0
9101,56,retired,married,primary,no,842,no,yes,unknown,5,jun,108,1,-1,0,unknown,0
9114,60,retired,married,secondary,no,4820,no,no,unknown,5,jun,419,1,-1,0,unknown,0
9187,56,retired,married,primary,no,855,no,no,unknown,5,jun,140,2,-1,0,unknown,0
9203,55,retired,married,tertiary,no,2996,no,no,unknown,5,jun,49,1,-1,0,unknown,0
9204,53,retired,married,secondary,no,1554,no,no,unknown,5,jun,138,1,-1,0,unknown,0
9213,45,retired,divorced,secondary,no,229,no,no,unknown,5,jun,181,2,-1,0,unknown,0
9225,58,retired,married,secondary,no,150,yes,no,unknown,5,jun,420,4,-1,0,unknown,0
9275,57,retired,married,primary,no,3594,no,no,unknown,5,jun,162,2,-1,0,unknown,0
9345,60,retired,married,secondary,no,-1110,yes,no,unknown,6,jun,143,2,-1,0,unknown,0
9411,53,retired,married,primary,no,2010,no,yes,unknown,6,jun,182,1,-1,0,unknown,0
9422,60,retired,married,primary,no,22018,no,no,unknown,6,jun,177,2,-1,0,unknown,0
9478,59,retired,married,primary,yes,-488,no,yes,unknown,6,jun,247,1,-1,0,unknown,0
9495,56,retired,divorced,tertiary,no,2774,no,no,unknown,6,jun,1288,3,-1,0,unknown,0
9526,52,retired,married,secondary,no,1956,no,no,unknown,6,jun,384,2,-1,0,unknown,0
9530,46,retired,single,primary,no,1190,no,no,unknown,6,jun,316,2,-1,0,unknown,0
9555,52,retired,married,unknown,no,3303,no,no,unknown,6,jun,33,1,-1,0,unknown,0
9556,59,retired,married,secondary,no,444,yes,no,unknown,6,jun,137,1,-1,0,unknown,0
9563,59,retired,divorced,primary,no,40,no,no,unknown,6,jun,108,1,-1,0,unknown,0
9573,53,retired,married,secondary,no,1300,no,no,unknown,6,jun,420,1,-1,0,unknown,0
9584,57,retired,married,secondary,no,3783,yes,no,unknown,6,jun,198,3,-1,0,unknown,0
9594,58,retired,married,secondary,no,2836,no,no,unknown,6,jun,248,2,-1,0,unknown,0
9613,40,retired,married,secondary,no,263,no,no,unknown,6,jun,761,3,-1,0,unknown,0
9625,53,retired,divorced,secondary,yes,-200,no,yes,unknown,6,jun,161,1,-1,0,unknown,0
9629,60,retired,married,secondary,no,2586,no,no,unknown,6,jun,150,4,-1,0,unknown,0
9635,58,retired,married,secondary,no,610,yes,no,unknown,6,jun,651,1,-1,0,unknown,0
9640,60,retired,married,secondary,no,1420,yes,yes,unknown,6,jun,39,4,-1,0,unknown,0
9681,53,retired,married,primary,no,17,no,yes,unknown,6,jun,104,2,-1,0,unknown,0
9686,51,retired,divorced,tertiary,no,126,no,yes,unknown,6,jun,152,1,-1,0,unknown,0
9720,53,retired,divorced,primary,no,2997,no,no,unknown,9,jun,162,1,-1,0,unknown,0
9727,51,retired,married,primary,no,610,no,no,unknown,9,jun,86,2,-1,0,unknown,0
9737,47,retired,married,secondary,no,2383,no,no,unknown,9,jun,529,1,-1,0,unknown,0
9758,45,retired,divorced,primary,no,261,no,no,unknown,9,jun,123,1,-1,0,unknown,0
9762,59,retired,married,unknown,no,1491,no,no,unknown,9,jun,157,2,-1,0,unknown,0
9788,53,retired,single,primary,no,0,no,no,unknown,9,jun,114,1,-1,0,unknown,0
9796,58,retired,married,secondary,no,630,no,no,unknown,9,jun,443,2,-1,0,unknown,0
9812,50,retired,single,primary,no,208,no,no,unknown,9,jun,51,1,-1,0,unknown,0
9813,49,retired,single,primary,no,505,no,no,unknown,9,jun,35,1,-1,0,unknown,0
9828,59,retired,married,secondary,no,1173,no,no,unknown,9,jun,77,2,-1,0,unknown,0
9830,45,retired,single,tertiary,no,212,no,no,unknown,9,jun,63,1,-1,0,unknown,0
9838,59,retired,divorced,tertiary,no,1197,yes,no,unknown,9,jun,329,4,-1,0,unknown,0
9893,52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,0
9903,52,retired,married,primary,no,537,no,no,unknown,9,jun,85,1,-1,0,unknown,0
