id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10868,47,unknown,married,unknown,no,1728,no,no,unknown,17,jun,98,1,-1,0,unknown,0
10890,46,unknown,single,secondary,no,0,no,no,unknown,17,jun,156,4,-1,0,unknown,0
11006,49,unknown,single,tertiary,no,2226,no,no,unknown,17,jun,138,3,-1,0,unknown,0
11063,45,unknown,married,unknown,no,1979,no,no,unknown,17,jun,76,3,-1,0,unknown,0
11096,46,unknown,single,primary,no,10,no,no,unknown,18,jun,64,6,-1,0,unknown,0
11112,42,unknown,single,tertiary,no,2918,no,no,unknown,18,jun,18,1,-1,0,unknown,0
11131,36,unknown,married,secondary,no,1370,no,no,unknown,18,jun,221,5,-1,0,unknown,0
11155,58,unknown,married,unknown,no,219,no,no,unknown,18,jun,55,1,-1,0,unknown,0
11176,45,unknown,single,secondary,no,0,no,no,unknown,18,jun,1487,1,-1,0,unknown,0
11209,51,unknown,married,unknown,no,167,no,no,unknown,18,jun,205,4,-1,0,unknown,0
11259,50,unknown,married,unknown,no,200,no,no,unknown,18,jun,18,6,-1,0,unknown,0
11270,47,unknown,married,unknown,no,1880,no,no,unknown,18,jun,64,2,-1,0,unknown,0
11323,57,unknown,divorced,unknown,no,4244,no,no,unknown,18,jun,626,5,-1,0,unknown,0
11335,48,unknown,married,unknown,no,2261,no,no,unknown,18,jun,445,3,-1,0,unknown,0
11356,46,unknown,married,primary,no,110,no,no,unknown,19,jun,113,14,-1,0,unknown,0
11524,40,unknown,married,unknown,no,35,no,no,unknown,19,jun,40,1,-1,0,unknown,0
11534,60,unknown,married,unknown,no,652,no,no,unknown,19,jun,525,1,-1,0,unknown,0
11541,46,unknown,single,unknown,no,63,no,no,unknown,19,jun,235,1,-1,0,unknown,0
11554,39,unknown,married,primary,no,2860,no,no,unknown,19,jun,133,1,-1,0,unknown,0
11578,43,unknown,married,tertiary,no,1937,no,no,unknown,19,jun,385,1,-1,0,unknown,0
11614,61,unknown,married,tertiary,no,50,no,no,unknown,19,jun,216,2,-1,0,unknown,0
11628,37,unknown,married,secondary,no,5700,no,no,unknown,19,jun,49,2,-1,0,unknown,0
11667,57,unknown,married,unknown,no,2266,no,no,unknown,20,jun,42,5,-1,0,unknown,0
11748,43,unknown,married,unknown,no,1517,no,no,unknown,20,jun,45,1,-1,0,unknown,0
11753,42,unknown,single,unknown,yes,61,no,no,unknown,20,jun,115,1,-1,0,unknown,0
11813,56,unknown,married,unknown,no,0,no,no,unknown,20,jun,471,2,-1,0,unknown,0
11840,60,unknown,married,primary,no,4722,no,no,unknown,20,jun,459,3,-1,0,unknown,0
11879,55,unknown,married,primary,no,2074,no,no,unknown,20,jun,19,4,-1,0,unknown,0
11974,33,unknown,married,tertiary,no,0,yes,no,unknown,20,jun,27,16,-1,0,unknown,0
12023,57,unknown,single,secondary,no,316,no,no,unknown,20,jun,8,7,-1,0,unknown,0
12086,59,unknown,married,unknown,no,2443,no,no,unknown,20,jun,8,8,-1,0,unknown,0
12100,45,unknown,married,secondary,no,11285,no,no,unknown,20,jun,13,5,-1,0,unknown,0
12113,49,unknown,married,tertiary,no,325,no,no,unknown,20,jun,63,15,-1,0,unknown,0
12148,56,unknown,married,unknown,no,361,no,no,unknown,20,jun,247,7,-1,0,unknown,0
12188,44,unknown,single,unknown,no,1239,no,no,unknown,20,jun,39,4,-1,0,unknown,0
12204,54,unknown,married,unknown,no,2508,no,no,unknown,20,jun,34,8,-1,0,unknown,0
12219,56,unknown,married,unknown,no,778,no,no,unknown,20,jun,32,4,-1,0,unknown,0
12246,49,unknown,married,secondary,no,4846,no,no,unknown,20,jun,638,9,-1,0,unknown,0
12714,35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,0
12748,47,unknown,divorced,primary,no,0,no,no,cellular,7,jul,240,1,-1,0,unknown,0
12751,46,unknown,married,unknown,no,2911,no,no,telephone,7,jul,41,9,-1,0,unknown,0
12764,59,unknown,married,primary,no,1247,no,no,telephone,7,jul,66,8,-1,0,unknown,0
12842,31,unknown,single,tertiary,no,0,no,no,cellular,7,jul,57,1,-1,0,unknown,0
13001,43,unknown,married,secondary,no,1926,no,no,telephone,7,jul,89,13,-1,0,unknown,0
13015,25,unknown,single,secondary,no,3,no,no,cellular,7,jul,136,1,-1,0,unknown,0
13391,43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,0
13668,60,unknown,married,tertiary,no,2450,no,no,unknown,9,jul,297,5,-1,0,unknown,0
13836,42,unknown,married,secondary,no,703,yes,no,cellular,10,jul,210,1,-1,0,unknown,0
14005,36,unknown,single,primary,no,3415,no,no,telephone,10,jul,150,10,-1,0,unknown,0
15575,45,unknown,married,primary,no,586,yes,no,telephone,21,jul,90,3,-1,0,unknown,0
16129,44,unknown,married,unknown,no,722,yes,no,telephone,22,jul,269,2,-1,0,unknown,0
16852,59,unknown,married,secondary,no,402,no,no,telephone,25,jul,69,5,-1,0,unknown,0
17623,43,unknown,married,primary,no,2113,no,no,cellular,29,jul,33,2,-1,0,unknown,0
17705,51,unknown,married,unknown,no,2642,no,no,cellular,29,jul,52,6,-1,0,unknown,0
17740,45,unknown,married,unknown,no,4413,no,no,telephone,29,jul,77,35,-1,0,unknown,0
17767,52,unknown,married,primary,no,247,no,no,cellular,29,jul,268,6,-1,0,unknown,0
17846,56,unknown,married,unknown,no,1032,no,no,telephone,29,jul,225,4,-1,0,unknown,0
17923,48,unknown,married,unknown,no,286,no,no,cellular,30,jul,166,2,-1,0,unknown,0
18080,41,unknown,married,unknown,no,779,no,no,cellular,30,jul,647,10,-1,0,unknown,0
18113,44,unknown,single,secondary,no,2023,no,no,cellular,30,jul,67,21,-1,0,unknown,0
18520,56,unknown,married,unknown,no,33,no,no,telephone,31,jul,26,15,-1,0,unknown,0
18594,44,unknown,married,unknown,no,1317,no,no,telephone,31,jul,444,6,-1,0,unknown,0
18845,50,unknown,married,unknown,no,1533,no,no,cellular,4,aug,157,1,-1,0,unknown,0
18850,52,unknown,married,unknown,no,1571,no,no,cellular,4,aug,164,1,-1,0,unknown,0
18884,34,unknown,married,unknown,no,164,no,no,cellular,4,aug,119,2,-1,0,unknown,0
18891,46,unknown,married,unknown,no,0,no,no,cellular,4,aug,343,1,-1,0,unknown,0
18934,60,unknown,married,unknown,no,7337,no,no,cellular,4,aug,122,1,-1,0,unknown,0
18944,47,unknown,married,unknown,no,194,no,no,cellular,4,aug,108,1,-1,0,unknown,0
18945,45,unknown,married,unknown,no,2834,no,no,cellular,4,aug,112,1,-1,0,unknown,0
18991,44,unknown,married,secondary,no,2319,no,no,cellular,4,aug,251,3,-1,0,unknown,0
19046,52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,607,3,-1,0,unknown,1
19063,58,unknown,married,unknown,no,1547,no,no,telephone,5,aug,1186,4,-1,0,unknown,1
19066,47,unknown,married,unknown,no,301,no,no,cellular,5,aug,111,1,-1,0,unknown,0
19070,59,unknown,married,unknown,no,1541,no,no,cellular,5,aug,790,1,-1,0,unknown,0
19209,33,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205,3,-1,0,unknown,0
19276,47,unknown,married,unknown,no,270,no,no,cellular,6,aug,467,2,-1,0,unknown,0
19325,39,unknown,married,primary,no,6999,no,no,cellular,6,aug,111,2,-1,0,unknown,0
19406,34,unknown,married,unknown,no,4535,no,no,cellular,6,aug,54,3,-1,0,unknown,0
19572,54,unknown,married,tertiary,no,10,no,no,cellular,7,aug,150,2,-1,0,unknown,0
19761,58,unknown,married,secondary,no,208,no,no,cellular,8,aug,121,2,-1,0,unknown,0
19831,57,unknown,married,primary,no,900,no,no,cellular,8,aug,169,4,-1,0,unknown,0
19870,47,unknown,married,secondary,no,74,no,no,cellular,8,aug,88,2,-1,0,unknown,0
20067,36,unknown,married,secondary,no,179,no,no,cellular,8,aug,14,8,-1,0,unknown,0
20121,45,unknown,married,unknown,no,356,no,no,cellular,11,aug,212,2,-1,0,unknown,0
20170,58,unknown,married,primary,no,15,no,no,cellular,11,aug,57,2,-1,0,unknown,0
20209,35,unknown,married,tertiary,no,1260,no,no,cellular,11,aug,204,9,-1,0,unknown,0
20217,52,unknown,married,primary,no,5521,no,no,cellular,11,aug,126,4,-1,0,unknown,0
20365,55,unknown,married,secondary,no,1785,no,no,cellular,11,aug,339,3,-1,0,unknown,0
20392,56,unknown,married,unknown,no,15088,no,no,cellular,11,aug,179,4,-1,0,unknown,0
20397,33,unknown,married,secondary,no,335,no,no,cellular,11,aug,566,7,-1,0,unknown,0
20465,49,unknown,married,secondary,no,1269,no,no,cellular,12,aug,117,9,-1,0,unknown,0
20801,51,unknown,married,secondary,no,0,no,no,cellular,13,aug,88,2,-1,0,unknown,0
20983,57,unknown,married,primary,no,270,no,no,cellular,14,aug,526,2,-1,0,unknown,0
21149,49,unknown,married,unknown,no,301,no,no,cellular,14,aug,789,2,-1,0,unknown,0
21477,46,unknown,married,secondary,no,1482,no,no,cellular,19,aug,139,3,-1,0,unknown,0
21482,45,unknown,married,secondary,no,2119,no,no,cellular,19,aug,120,15,-1,0,unknown,0
21518,48,unknown,married,unknown,no,3,no,no,cellular,19,aug,104,2,-1,0,unknown,0
21536,48,unknown,married,secondary,no,-95,no,no,cellular,19,aug,134,9,-1,0,unknown,0
21654,40,unknown,married,tertiary,no,119,no,no,cellular,19,aug,258,2,-1,0,unknown,0
21746,47,unknown,married,unknown,no,497,no,no,cellular,19,aug,135,3,-1,0,unknown,0
21861,31,unknown,married,secondary,no,111,no,no,cellular,20,aug,70,2,-1,0,unknown,0
22016,54,unknown,married,unknown,no,390,no,no,cellular,20,aug,68,5,-1,0,unknown,0
22099,36,unknown,married,primary,no,0,no,no,cellular,21,aug,238,2,-1,0,unknown,0
22220,50,unknown,married,unknown,no,0,no,no,cellular,21,aug,120,2,-1,0,unknown,0
22281,35,unknown,married,primary,no,4144,no,no,cellular,21,aug,310,3,-1,0,unknown,0
22500,54,unknown,married,primary,no,981,no,no,cellular,22,aug,651,12,-1,0,unknown,0
22526,31,unknown,divorced,tertiary,no,137,no,no,cellular,22,aug,385,9,-1,0,unknown,0
22634,33,unknown,married,tertiary,no,8971,no,no,cellular,22,aug,138,1,-1,0,unknown,0
22661,53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,-1,0,unknown,0
22780,52,unknown,married,secondary,no,142,no,no,cellular,25,aug,112,6,-1,0,unknown,0
22816,48,unknown,married,unknown,no,558,no,no,cellular,25,aug,433,6,-1,0,unknown,0
22927,60,unknown,married,unknown,no,17297,no,no,cellular,26,aug,664,11,-1,0,unknown,1
22980,42,unknown,married,unknown,no,222,no,no,cellular,26,aug,80,16,-1,0,unknown,0
23159,31,unknown,married,tertiary,no,526,no,no,cellular,26,aug,130,13,-1,0,unknown,0
23536,49,unknown,married,secondary,no,0,no,no,cellular,28,aug,173,2,-1,0,unknown,0
23831,35,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,0
23945,38,unknown,married,unknown,no,653,no,no,telephone,29,aug,17,18,-1,0,unknown,0
24082,57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,1
24176,46,unknown,married,unknown,no,677,no,no,unknown,13,nov,722,1,-1,0,unknown,0
24516,26,unknown,single,secondary,no,1187,no,no,unknown,17,nov,44,1,-1,0,unknown,0
24555,58,unknown,divorced,secondary,no,3111,yes,no,cellular,17,nov,111,1,188,2,failure,0
25749,30,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,1,-1,0,unknown,0
25763,33,unknown,single,secondary,no,1522,no,yes,cellular,19,nov,966,1,-1,0,unknown,0
25967,54,unknown,divorced,tertiary,no,2272,yes,no,telephone,19,nov,88,1,189,1,failure,0
26654,35,unknown,divorced,primary,no,3888,no,no,cellular,20,nov,207,5,178,5,failure,0
27159,39,unknown,single,unknown,no,2822,no,no,cellular,21,nov,573,3,-1,0,unknown,0
27430,34,unknown,married,secondary,no,1434,no,no,cellular,21,nov,50,2,-1,0,unknown,0
27444,31,unknown,married,secondary,no,111,no,no,cellular,21,nov,504,2,93,2,failure,1
27453,43,unknown,single,tertiary,no,2731,no,no,cellular,21,nov,11,7,-1,0,unknown,0
27735,53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,0
27824,34,unknown,single,secondary,no,859,no,no,cellular,28,jan,829,1,-1,0,unknown,1
27845,39,unknown,single,unknown,no,0,no,no,telephone,28,jan,28,1,-1,0,unknown,0
27928,43,unknown,single,unknown,no,181,no,no,telephone,28,jan,41,1,-1,0,unknown,0
27934,29,unknown,single,secondary,no,1502,no,no,cellular,28,jan,59,1,-1,0,unknown,0
27950,28,unknown,single,secondary,no,4465,no,no,cellular,28,jan,769,1,-1,0,unknown,1
28076,53,unknown,married,unknown,no,549,no,no,telephone,28,jan,74,2,-1,0,unknown,0
28118,48,unknown,married,secondary,no,438,no,no,cellular,28,jan,412,5,-1,0,unknown,0
28359,59,unknown,married,tertiary,no,499,no,no,cellular,29,jan,966,1,-1,0,unknown,0
28420,52,unknown,married,tertiary,no,1618,no,no,cellular,29,jan,184,2,-1,0,unknown,0
29534,45,unknown,married,unknown,no,19706,yes,no,cellular,3,feb,419,3,-1,0,unknown,0
29591,29,unknown,single,secondary,no,1288,no,no,cellular,3,feb,266,1,-1,0,unknown,0
29595,42,unknown,single,primary,no,2398,yes,no,cellular,3,feb,144,2,271,2,failure,0
29603,46,unknown,married,unknown,no,677,no,no,cellular,3,feb,425,1,82,1,failure,0
29650,59,unknown,married,primary,no,282,no,no,cellular,3,feb,301,2,-1,0,unknown,0
30087,33,unknown,married,secondary,no,335,no,no,cellular,4,feb,891,2,177,7,failure,1
30478,43,unknown,married,primary,no,644,no,no,telephone,5,feb,195,2,-1,0,unknown,0
30629,26,unknown,single,secondary,no,3247,no,no,telephone,6,feb,341,3,-1,0,unknown,0
30716,50,unknown,single,secondary,no,86,no,no,telephone,6,feb,279,8,-1,0,unknown,0
31164,27,unknown,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure,1
31198,30,unknown,single,tertiary,no,6836,no,no,cellular,27,feb,30,3,-1,0,unknown,0
31210,62,unknown,married,secondary,no,367,no,no,telephone,2,mar,139,5,-1,0,unknown,0
31238,37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,426,1,-1,0,unknown,1
31537,58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,-1,0,unknown,1
32090,78,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,3,-1,0,unknown,1
33196,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,1
33721,45,unknown,divorced,unknown,no,0,no,no,cellular,21,apr,278,3,-1,0,unknown,1
33737,41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,1,-1,0,unknown,1
33945,47,unknown,married,unknown,no,677,no,no,cellular,30,apr,900,2,86,2,failure,1
33996,55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,85,1,-1,0,unknown,0
35219,26,unknown,divorced,secondary,no,-295,yes,no,cellular,7,may,556,1,-1,0,unknown,0
35478,43,unknown,married,secondary,no,703,yes,no,cellular,7,may,96,3,301,1,failure,0
39500,46,unknown,married,primary,no,0,no,no,telephone,25,may,87,2,-1,0,unknown,0
39557,29,unknown,single,secondary,no,923,no,no,cellular,26,may,333,1,-1,0,unknown,0
39565,47,unknown,married,unknown,no,8,no,no,telephone,26,may,164,1,-1,0,unknown,0
39571,54,unknown,married,secondary,no,1157,no,no,cellular,26,may,98,2,-1,0,unknown,0
39804,47,unknown,single,unknown,no,1819,no,no,cellular,1,jun,180,1,-1,0,unknown,0
39844,47,unknown,single,unknown,no,172,no,no,telephone,2,jun,23,1,-1,0,unknown,0
40100,58,unknown,married,primary,no,7369,no,no,telephone,4,jun,247,2,-1,0,unknown,0
40110,60,unknown,married,unknown,no,5003,no,no,telephone,4,jun,125,5,-1,0,unknown,0
40197,37,unknown,single,tertiary,no,0,no,no,cellular,8,jun,257,2,97,1,success,1
40400,41,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,291,2,-1,0,unknown,0
40481,66,unknown,divorced,unknown,no,1993,yes,no,cellular,6,jul,117,4,-1,0,unknown,0
40561,63,unknown,married,secondary,no,556,no,no,cellular,9,jul,122,4,-1,0,unknown,0
40576,31,unknown,married,secondary,no,3,no,no,cellular,20,jul,91,2,-1,0,unknown,0
40579,61,unknown,single,primary,no,50,no,no,telephone,21,jul,465,6,-1,0,unknown,0
40680,65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown,1
40726,47,unknown,married,unknown,no,677,no,no,cellular,7,aug,384,1,99,4,success,0
40786,68,unknown,married,unknown,no,4092,no,no,telephone,11,aug,329,1,-1,0,unknown,0
40838,72,unknown,married,unknown,no,1165,no,no,cellular,11,aug,400,3,-1,0,unknown,0
41268,45,unknown,married,tertiary,no,8564,no,no,cellular,25,aug,53,1,-1,0,unknown,0
41458,62,unknown,married,secondary,no,367,no,no,telephone,7,sep,221,1,189,5,failure,0
41462,64,unknown,married,unknown,no,2280,no,no,telephone,7,sep,289,1,-1,0,unknown,0
41525,82,unknown,divorced,unknown,no,0,no,no,telephone,9,sep,277,5,-1,0,unknown,0
41543,38,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260,3,95,3,success,1
41724,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,1
41824,75,unknown,married,tertiary,no,643,no,no,cellular,15,oct,522,2,-1,0,unknown,0
41872,33,unknown,single,secondary,no,9,no,no,cellular,19,oct,238,1,-1,0,unknown,0
41892,57,unknown,married,primary,no,8,no,no,telephone,19,oct,270,2,-1,0,unknown,0
41975,70,unknown,married,tertiary,no,353,no,no,cellular,26,oct,110,2,-1,0,unknown,0
41986,41,unknown,single,unknown,no,942,no,no,cellular,27,oct,143,1,188,1,success,1
41995,53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown,1
42071,67,unknown,married,tertiary,no,7687,no,no,telephone,30,oct,70,3,-1,0,unknown,0
42091,51,unknown,married,unknown,no,1585,no,no,telephone,30,oct,152,4,-1,0,unknown,0
42244,54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,1
42395,44,unknown,single,unknown,no,18881,no,no,cellular,2,dec,187,2,-1,0,unknown,0
42617,65,unknown,married,unknown,no,300,no,no,cellular,12,jan,105,1,-1,0,unknown,0
42695,58,unknown,married,tertiary,no,327,no,no,telephone,18,jan,124,4,-1,0,unknown,0
42740,42,unknown,single,unknown,no,942,no,no,cellular,27,jan,245,1,92,2,success,1
42748,71,unknown,married,tertiary,no,353,no,no,cellular,27,jan,208,1,93,2,failure,0
42787,27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,0
42987,54,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,1,91,3,success,1
43090,27,unknown,single,unknown,no,326,no,no,cellular,22,feb,326,1,-1,0,unknown,1
43213,63,unknown,married,secondary,no,367,no,no,telephone,4,mar,262,1,178,6,failure,0
43654,77,unknown,married,unknown,no,397,no,no,telephone,7,may,300,3,-1,0,unknown,1
43695,54,unknown,married,secondary,no,2206,no,no,cellular,13,may,260,1,91,4,success,1
43745,27,unknown,single,tertiary,no,6421,no,no,cellular,18,may,315,3,110,4,failure,0
44018,57,unknown,married,primary,no,1884,no,no,telephone,28,jun,133,4,-1,0,unknown,0
44121,50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,1
44143,55,unknown,married,secondary,no,1157,no,no,cellular,12,jul,289,1,412,2,failure,0
44363,46,unknown,married,tertiary,no,8564,no,no,cellular,2,aug,397,2,342,1,failure,0
44406,59,unknown,married,unknown,no,1500,no,no,cellular,4,aug,248,1,182,1,other,0
44545,55,unknown,married,secondary,no,2206,no,no,cellular,12,aug,265,1,91,5,success,1
44652,48,unknown,single,unknown,no,1819,no,no,cellular,2,sep,1440,1,458,1,failure,1
44657,63,unknown,married,secondary,no,367,no,no,telephone,2,sep,173,1,182,7,failure,0
44682,55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown,0
44715,45,unknown,married,tertiary,no,406,no,no,cellular,7,sep,314,1,-1,0,unknown,1
44743,64,unknown,married,unknown,no,2799,no,no,telephone,9,sep,378,4,-1,0,unknown,0
44971,28,unknown,single,unknown,no,326,no,no,cellular,11,oct,450,1,231,1,success,1
45142,77,unknown,married,unknown,no,397,no,no,telephone,8,nov,207,1,185,3,success,0
45187,59,unknown,married,unknown,no,1500,no,no,cellular,16,nov,280,1,104,2,failure,0
